1,1.1900260264,0.0
2,1.1811180438,-0.4405711584
3,1.1901959036,0.0444127509
4,1.1890007486,0.0183488138
5,1.1865326967,1.2061873598
6,1.1866704293,0.0785429502
7,1.1890007486,0.0183488138
8,1.1880360724,1.2245386204
9,1.1861632897,1.2112508362
10,1.1854617973,1.2223544063
11,1.1821757987,-0.1745830009
12,1.1837779827,-0.0194654879
13,1.18359801,-0.0381670424
14,1.177646083,-0.1891202866
15,1.170731307,-1.122700677
16,1.1867745084,1.1649601206
17,1.1852892669,1.0508374354
18,1.1776654688,0.8243041145
19,1.1569398653,0.2375351273
20,1.1854618075,1.2223541598
21,1.1960777445,3.2087376729
22,1.1890007486,0.0183488138
23,1.1871318603,-0.4204922914
