1,1.0007503117,0.1015310488
2,0.9914229043,-0.5414087761
3,1.0009128172,0.1649411304
4,1.0,0.0
5,0.995733621,1.805057107
6,0.9972216601,0.085734723
7,1.0,0.0
8,0.9975139263,1.8323082659
9,0.9952901878,1.8124809218
10,0.99444684,1.828794658
11,0.9913411242,-0.1453954744
12,0.9937750916,-0.0532174784
13,0.9935599288,-0.0797385285
14,0.9864396993,-0.2945664619
15,0.9780101236,-1.6244525514
16,0.9960103197,1.7477428007
17,0.9942363689,1.5856270091
18,0.9851172284,1.2610839962
19,0.9599806667,0.4136567637
20,0.9944468485,1.8287944114
21,1.0068585079,4.6390725226
22,1.0,0.0
23,1.0,-0.732485918
