1,1.05,1.032310058,0.841908061,0.95,-,-
2,1.05,1.01530037,-0.689604655,0.95,1.19,0.61
3,1.05,1.019652481,3.970844364,0.95,-,-
4,1.05,1.040874547,-0.100615251,0.95,-,-
5,1.05,0.991636413,11.30950391,0.95,-,-
6,1.05,1.033348213,-1.012502022,0.95,-,-
7,1.05,1.041261843,-0.112459774,0.95,-,-
8,1.05,0.992346696,11.5903662,0.95,-,-
9,1.05,0.990998595,11.2539938,0.95,-,-
10,1.05,0.989600466,11.15185327,0.95,-,-
11,1.05,1.019380522,2.90666987,0.95,0.22,0.01
12,1.05,1.040676558,-0.111939646,0.95,0.14,0.09
13,1.05,1.026309276,-2.35722924,0.95,0.16,0.09
14,1.05,0.997822332,-5.573580685,0.95,0.71,0.64
15,1.05,1.000593423,-4.239207831,0.95,2.5,1.2
16,1.05,0.991133466,10.99712801,0.95,0.09,0.04
17,1.05,0.995052591,10.55185619,0.95,0.14,0.01
18,1.05,0.98319984,10.0145755,0.95,0.28,0.1
19,1.05,0.952806187,7.751889244,0.95,0.78,0.42
20,1.05,0.98990836,11.15109361,0.95,-,-
21,1.05,0.989514146,16.69693804,0.95,-3.5,-0.01
22,1.05,1.045899005,0,0.95,-,-
23,1.05,1.026186524,0.130162275,0.95,-,-
