11,1,0.055,0.000055,0.0025,0.0000025
12,1,0.035,0.000035,0.0225,0.0000225
13,1,0.04,0.00004,0.0225,0.0000225
17,1,0.035,0.000035,0.0025,0.0000025
18,1,0.07,0.00007,0.025,0.000025
21,1,-0.875,-0.2625,0.01,0.003
