1,0.948,1.032
2,0.983,1.005
3,0.906,1.015
4,0.96,1.044
5,0.827,0.979
6,0.936,1.026
7,0.96,1.044
8,0.828,0.98
9,0.826,0.978
10,0.824,0.977
11,0.903,1.015
12,0.96,1.043
13,0.919,1.019
14,0.827,0.935
15,0.915,1.004
16,0.821,0.978
17,0.825,0.982
18,0.815,0.97
19,0.776,0.939
20,0.824,0.977
21,0.821,0.976
22,0.967,1.05
23,1.013,1.013
